year,state,sport,gender,participants
2000,UT,Tennis,Girls,1814
2000,UT,Track and Field,Boys,5535
2000,UT,Track and Field,Girls,4597
2000,UT,Volleyball,Girls,4160
2000,UT,Wrestling,Boys,2743
2000,VA,Baseball,Boys,11546
2000,VA,Basketball,Boys,14112
2000,VA,Basketball,Girls,11317
2000,VA,Cross Country,Boys,4796
2000,VA,Cross Country,Girls,4069
2000,VA,Field Hockey,Girls,5363
2000,VA,Football,Boys,25607
2000,VA,Football,Girls,5
2000,VA,Golf,Boys,4089
2000,VA,Golf,Girls,1326
2000,VA,Gymnastics,Boys,53
2000,VA,Gymnastics,Girls,492
2000,VA,Ice Hockey,Boys,249
2000,VA,Ice Hockey,Girls,13
2000,VA,Lacrosse,Boys,2206
2000,VA,Lacrosse,Girls,1300
2000,VA,Soccer,Boys,8742
2000,VA,Soccer,Girls,7453
2000,VA,Softball,Girls,9225
2000,VA,Swimming,Boys,2418
2000,VA,Swimming,Girls,3745
2000,VA,Tennis,Boys,3797
2000,VA,Tennis,Girls,4175
2000,VA,Track and Field,Boys,12818
2000,VA,Track and Field,Girls,11389
2000,VA,Volleyball,Boys,528
2000,VA,Volleyball,Girls,9967
2000,VA,Wrestling,Boys,5134
2000,VT,Baseball,Boys,889
2000,VT,Basketball,Boys,1084
2000,VT,Basketball,Girls,889
2000,VT,Cross Country,Boys,380
2000,VT,Cross Country,Girls,307
2000,VT,Field Hockey,Girls,317
2000,VT,Football,Boys,1986
2000,VT,Football,Girls,0
2000,VT,Golf,Boys,307
2000,VT,Golf,Girls,102
2000,VT,Ice Hockey,Boys,191
2000,VT,Ice Hockey,Girls,10
2000,VT,Lacrosse,Boys,114
2000,VT,Lacrosse,Girls,68
2000,VT,Soccer,Boys,656
2000,VT,Soccer,Girls,558
2000,VT,Softball,Girls,684
2000,VT,Swimming,Boys,182
2000,VT,Swimming,Girls,281
2000,VT,Tennis,Boys,302
2000,VT,Tennis,Girls,324
2000,VT,Track and Field,Boys,1018
2000,VT,Track and Field,Girls,884
2000,VT,Volleyball,Girls,792
2000,VT,Wrestling,Boys,325
2000,WA,Baseball,Boys,10456
2000,WA,Basketball,Boys,12813
2000,WA,Basketball,Girls,10185
2000,WA,Cross Country,Boys,4468
2000,WA,Cross Country,Girls,3451
2000,WA,Field Hockey,Girls,362
2000,WA,Football,Boys,22899
2000,WA,Football,Girls,5
2000,WA,Golf,Boys,3589
2000,WA,Golf,Girls,1164
2000,WA,Gymnastics,Boys,47
2000,WA,Gymnastics,Girls,446
2000,WA,Lacrosse,Boys,191
2000,WA,Lacrosse,Girls,114
2000,WA,Soccer,Boys,7361
2000,WA,Soccer,Girls,6552
2000,WA,Softball,Girls,7914
2000,WA,Swimming,Boys,2128
2000,WA,Swimming,Girls,3276
2000,WA,Tennis,Boys,3378
2000,WA,Tennis,Girls,3822
2000,WA,Track and Field,Boys,11416
2000,WA,Track and Field,Girls,10154
2000,WA,Volleyball,Girls,8754
2000,WA,Wrestling,Boys,5747
2000,WI,Baseball,Boys,8127
2000,WI,Basketball,Boys,9854
2000,WI,Basketball,Girls,7649
2000,WI,Cross Country,Boys,3367
2000,WI,Cross Country,Girls,2801
2000,WI,Football,Boys,18016
2000,WI,Football,Girls,3
2000,WI,Golf,Boys,2739
2000,WI,Golf,Girls,932
2000,WI,Gymnastics,Boys,75
2000,WI,Gymnastics,Girls,700
2000,WI,Ice Hockey,Boys,2002
2000,WI,Ice Hockey,Girls,103
2000,WI,Lacrosse,Boys,514
2000,WI,Lacrosse,Girls,302
2000,WI,Soccer,Boys,5783
2000,WI,Soccer,Girls,4913
2000,WI,Softball,Girls,6161
2000,WI,Swimming,Boys,1709
2000,WI,Swimming,Girls,2605
2000,WI,Tennis,Boys,2669
2000,WI,Tennis,Girls,3035
2000,WI,Track and Field,Boys,9117
2000,WI,Track and Field,Girls,7891
2000,WI,Volleyball,Boys,575
2000,WI,Volleyball,Girls,6827
2000,WI,Wrestling,Boys,5363
2000,WV,Baseball,Boys,2290
2000,WV,Basketball,Boys,2674
2000,WV,Basketball,Girls,2181
2000,WV,Cross Country,Boys,960
2000,WV,Cross Country,Girls,756
2000,WV,Football,Boys,5087
2000,WV,Football,Girls,1
2000,WV,Golf,Boys,787
2000,WV,Golf,Girls,261
2000,WV,Soccer,Boys,1684
2000,WV,Soccer,Girls,1372
2000,WV,Softball,Girls,1755
2000,WV,Swimming,Boys,456
2000,WV,Swimming,Girls,723
2000,WV,Tennis,Boys,753
2000,WV,Tennis,Girls,831
2000,WV,Track and Field,Boys,2585
2000,WV,Track and Field,Girls,2202
2000,WV,Volleyball,Girls,1954
2000,WV,Wrestling,Boys,790
2000,WY,Baseball,Boys,909
2000,WY,Basketball,Boys,1131
2000,WY,Basketball,Girls,849
2000,WY,Cross Country,Boys,375
2000,WY,Cross Country,Girls,304
2000,WY,Football,Boys,2002
2000,WY,Football,Girls,0
2000,WY,Golf,Boys,311
2000,WY,Golf,Girls,102
2000,WY,Soccer,Boys,674
2000,WY,Soccer,Girls,560
2000,WY,Softball,Girls,698
2000,WY,Swimming,Boys,185
2000,WY,Swimming,Girls,291
2000,WY,Tennis,Boys,309
2000,WY,Tennis,Girls,328
2000,WY,Track and Field,Boys,1001
2000,WY,Track and Field,Girls,841
2000,WY,Volleyball,Girls,791
2000,WY,Wrestling,Boys,642
2005,AK,Baseball,Boys,930
2005,AK,Basketball,Boys,1071
2005,AK,Basketball,Girls,889
2005,AK,Cross Country,Boys,413
2005,AK,Cross Country,Girls,347
2005,AK,Football,Boys,2079
2005,AK,Football,Girls,2
2005,AK,Golf,Boys,314
2005,AK,Golf,Girls,125
2005,AK,Ice Hockey,Boys,224
2005,AK,Ice Hockey,Girls,32
2005,AK,Soccer,Boys,728
2005,AK,Soccer,Girls,627
2005,AK,Softball,Girls,723
2005,AK,Swimming,Boys,205
2005,AK,Swimming,Girls,318
2005,AK,Tennis,Boys,313
2005,AK,Tennis,Girls,358
2005,AK,Track and Field,Boys,1073
2005,AK,Track and Field,Girls,894
2005,AK,Volleyball,Girls,793
2005,AK,Wrestling,Boys,325
2005,AL,Baseball,Boys,7102
2005,AL,Basketball,Boys,8165
2005,AL,Basketball,Girls,7045
2005,AL,Cross Country,Boys,3076
2005,AL,Cross Country,Girls,2584
2005,AL,Football,Boys,16184
2005,AL,Football,Girls,16
2005,AL,Golf,Boys,2412
2005,AL,Golf,Girls,961
2005,AL,Soccer,Boys,5270
2005,AL,Soccer,Girls,4746
2005,AL,Softball,Girls,5487
2005,AL,Swimming,Boys,1536
2005,AL,Swimming,Girls,2360
2005,AL,Tennis,Boys,2368
2005,AL,Tennis,Girls,2583
2005,AL,Track and Field,Boys,8115
2005,AL,Track and Field,Girls,6867
2005,AL,Volleyball,Girls,6200
2005,AL,Wrestling,Boys,2542
2005,AR,Baseball,Boys,4291
2005,AR,Basketball,Boys,4774
2005,AR,Basketball,Girls,4047
2005,AR,Cross Country,Boys,1864
2005,AR,Cross Country,Girls,1595
2005,AR,Football,Boys,9470
2005,AR,Football,Girls,10
2005,AR,Golf,Boys,1442
2005,AR,Golf,Girls,550
2005,AR,Soccer,Boys,3268
2005,AR,Soccer,Girls,2927
2005,AR,Softball,Girls,3292
2005,AR,Swimming,Boys,929
2005,AR,Swimming,Girls,1438
2005,AR,Tennis,Boys,1408
2005,AR,Tennis,Girls,1614
2005,AR,Track and Field,Boys,4857
2005,AR,Track and Field,Girls,4076
2005,AR,Volleyball,Girls,3700
2005,AR,Wrestling,Boys,1519
2005,AZ,Baseball,Boys,10532
2005,AZ,Basketball,Boys,11916
2005,AZ,Basketball,Girls,9860
2005,AZ,Cross Country,Boys,4662
2005,AZ,Cross Country,Girls,3784
2005,AZ,Football,Boys,23222
2005,AZ,Football,Girls,25
2005,AZ,Golf,Boys,3441
2005,AZ,Golf,Girls,1391
2005,AZ,Gymnastics,Boys,33
2005,AZ,Gymnastics,Girls,328
2005,AZ,Lacrosse,Boys,278
2005,AZ,Lacrosse,Girls,170
2005,AZ,Soccer,Boys,7958
2005,AZ,Soccer,Girls,7032
2005,AZ,Softball,Girls,8054
2005,AZ,Swimming,Boys,2345
2005,AZ,Swimming,Girls,3388
2005,AZ,Tennis,Boys,3461
2005,AZ,Tennis,Girls,3902
2005,AZ,Track and Field,Boys,11609
2005,AZ,Track and Field,Girls,9895
2005,AZ,Volleyball,Boys,1054
2005,AZ,Volleyball,Girls,8640
2005,AZ,Wrestling,Boys,3721
2005,CA,Baseball,Boys,56953
2005,CA,Basketball,Boys,64906
2005,CA,Basketball,Girls,56149
2005,CA,Cross Country,Boys,25416
2005,CA,Cross Country,Girls,21240
2005,CA,Field Hockey,Girls,3242
2005,CA,Football,Boys,130222
2005,CA,Football,Girls,132
2005,CA,Golf,Boys,19099
2005,CA,Golf,Girls,7710
2005,CA,Gymnastics,Boys,339
2005,CA,Gymnastics,Girls,3274
2005,CA,Lacrosse,Boys,5049
2005,CA,Lacrosse,Girls,3236
2005,CA,Soccer,Boys,43671
2005,CA,Soccer,Girls,38078
2005,CA,Softball,Girls,44023
2005,CA,Swimming,Boys,12247
2005,CA,Swimming,Girls,19334
2005,CA,Tennis,Boys,19124
2005,CA,Tennis,Girls,20801
2005,CA,Track and Field,Boys,62722
2005,CA,Track and Field,Girls,55174
2005,CA,Volleyball,Boys,11476
2005,CA,Volleyball,Girls,49584
2005,CA,Wrestling,Boys,30569
2005,CO,Baseball,Boys,7854
2005,CO,Basketball,Boys,9532
2005,CO,Basketball,Girls,7930
2005,CO,Cross Country,Boys,3618
2005,CO,Cross Country,Girls,2882
2005,CO,Football,Boys,18383
2005,CO,Football,Girls,18
2005,CO,Golf,Boys,2694
2005,CO,Golf,Girls,1069
2005,CO,Gymnastics,Boys,31
2005,CO,Gymnastics,Girls,315
2005,CO,Ice Hockey,Boys,782
2005,CO,Ice Hockey,Girls,107
2005,CO,Lacrosse,Boys,1376
2005,CO,Lacrosse,Girls,907
2005,CO,Soccer,Boys,5937
2005,CO,Soccer,Girls,5490
2005,CO,Softball,Girls,6320
2005,CO,Swimming,Boys,1815
2005,CO,Swimming,Girls,2706
2005,CO,Tennis,Boys,2642
2005,CO,Tennis,Girls,3000
2005,CO,Track and Field,Boys,9062
2005,CO,Track and Field,Girls,7649
2005,CO,Volleyball,Boys,275
2005,CO,Volleyball,Girls,6774
2005,CO,Wrestling,Boys,5067
2005,CT,Baseball,Boys,5074
2005,CT,Basketball,Boys,5909
2005,CT,Basketball,Girls,5131
2005,CT,Cross Country,Boys,2261
2005,CT,Cross Country,Girls,1963
2005,CT,Field Hockey,Girls,2681
2005,CT,Football,Boys,12047
2005,CT,Football,Girls,12
2005,CT,Golf,Boys,1727
2005,CT,Golf,Girls,677
2005,CT,Gymnastics,Boys,30
2005,CT,Gymnastics,Girls,302
2005,CT,Ice Hockey,Boys,1444
2005,CT,Ice Hockey,Girls,202
2005,CT,Lacrosse,Boys,1584
2005,CT,Lacrosse,Girls,1035
2005,CT,Soccer,Boys,3851
2005,CT,Soccer,Girls,3532
2005,CT,Softball,Girls,3991
2005,CT,Swimming,Boys,1113
2005,CT,Swimming,Girls,1764
2005,CT,Tennis,Boys,1748
2005,CT,Tennis,Girls,1932
2005,CT,Track and Field,Boys,5870
2005,CT,Track and Field,Girls,4946
2005,CT,Volleyball,Boys,702
2005,CT,Volleyball,Girls,4412
2005,CT,Wrestling,Boys,1852
2005,DC,Baseball,Boys,913
2005,DC,Basketball,Boys,1108
2005,DC,Basketball,Girls,905
2005,DC,Cross Country,Boys,407
2005,DC,Cross Country,Girls,350
2005,DC,Football,Boys,2087
2005,DC,Football,Girls,2
2005,DC,Golf,Boys,331
2005,DC,Golf,Girls,122
2005,DC,Ice Hockey,Boys,23
2005,DC,Ice Hockey,Girls,3
2005,DC,Lacrosse,Boys,25
2005,DC,Lacrosse,Girls,15
2005,DC,Soccer,Boys,694
2005,DC,Soccer,Girls,637
2005,DC,Softball,Girls,730
2005,DC,Swimming,Boys,213
2005,DC,Swimming,Girls,320
2005,DC,Tennis,Boys,310
2005,DC,Tennis,Girls,351
2005,DC,Track and Field,Boys,1099
2005,DC,Track and Field,Girls,891
2005,DC,Volleyball,Girls,789
2005,DC,Wrestling,Boys,340
2005,DE,Baseball,Boys,1387
2005,DE,Basketball,Boys,1630
2005,DE,Basketball,Girls,1340
2005,DE,Cross Country,Boys,608
2005,DE,Cross Country,Girls,531
2005,DE,Field Hockey,Girls,633
2005,DE,Football,Boys,3195
2005,DE,Football,Girls,3
2005,DE,Golf,Boys,492
2005,DE,Golf,Girls,188
2005,DE,Lacrosse,Boys,375
2005,DE,Lacrosse,Girls,235
2005,DE,Soccer,Boys,1085
2005,DE,Soccer,Girls,967
2005,DE,Softball,Girls,1126
2005,DE,Swimming,Boys,306
2005,DE,Swimming,Girls,465
2005,DE,Tennis,Boys,464
2005,DE,Tennis,Girls,540
2005,DE,Track and Field,Boys,1641
2005,DE,Track and Field,Girls,1383
2005,DE,Volleyball,Girls,1242
2005,DE,Wrestling,Boys,514
2005,FL,Baseball,Boys,28142
2005,FL,Basketball,Boys,32540
2005,FL,Basketball,Girls,27912
2005,FL,Cross Country,Boys,12548
2005,FL,Cross Country,Girls,10548
2005,FL,Football,Boys,62389
2005,FL,Football,Girls,68
2005,FL,Golf,Boys,9696
2005,FL,Golf,Girls,3760
2005,FL,Gymnastics,Boys,87
2005,FL,Gymnastics,Girls,856
2005,FL,Lacrosse,Boys,3659
2005,FL,Lacrosse,Girls,2426
2005,FL,Soccer,Boys,21817
2005,FL,Soccer,Girls,18971
2005,FL,Softball,Girls,22527
2005,FL,Swimming,Boys,6117
2005,FL,Swimming,Girls,9439
2005,FL,Tennis,Boys,9209
2005,FL,Tennis,Girls,10886
2005,FL,Track and Field,Boys,31653
2005,FL,Track and Field,Girls,26995
2005,FL,Volleyball,Boys,1526
2005,FL,Volleyball,Girls,23914
2005,FL,Wrestling,Boys,10001
2005,GA,Baseball,Boys,15826
2005,GA,Basketball,Boys,18473
2005,GA,Basketball,Girls,15233
2005,GA,Cross Country,Boys,7092
2005,GA,Cross Country,Girls,5708
2005,GA,Football,Boys,34714
2005,GA,Football,Girls,37
2005,GA,Golf,Boys,5453
2005,GA,Golf,Girls,2011
2005,GA,Gymnastics,Boys,48
2005,GA,Gymnastics,Girls,494
2005,GA,Lacrosse,Boys,1630
2005,GA,Lacrosse,Girls,1059
2005,GA,Soccer,Boys,11663
2005,GA,Soccer,Girls,10722
2005,GA,Softball,Girls,11919
2005,GA,Swimming,Boys,3389
2005,GA,Swimming,Girls,5122
2005,GA,Tennis,Boys,5087
2005,GA,Tennis,Girls,5748
2005,GA,Track and Field,Boys,17661
2005,GA,Track and Field,Girls,15460
2005,GA,Volleyball,Boys,530
2005,GA,Volleyball,Girls,13303
2005,GA,Wrestling,Boys,5349
2005,HI,Baseball,Boys,1831
2005,HI,Basketball,Boys,2244
2005,HI,Basketball,Girls,1837
2005,HI,Cross Country,Boys,827
2005,HI,Cross Country,Girls,704
2005,HI,Football,Boys,4281
2005,HI,Football,Girls,5
2005,HI,Golf,Boys,663
2005,HI,Golf,Girls,257
2005,HI,Soccer,Boys,1432
2005,HI,Soccer,Girls,1245
2005,HI,Softball,Girls,1475
2005,HI,Swimming,Boys,409
2005,HI,Swimming,Girls,625
2005,HI,Tennis,Boys,613
2005,HI,Tennis,Girls,710
2005,HI,Track and Field,Boys,2099
2005,HI,Track and Field,Girls,1869
2005,HI,Volleyball,Boys,370
2005,HI,Volleyball,Girls,1574
2005,HI,Wrestling,Boys,667
2005,IA,Baseball,Boys,4753
2005,IA,Basketball,Boys,5382
2005,IA,Basketball,Girls,4647
2005,IA,Cross Country,Boys,2119
2005,IA,Cross Country,Girls,1740
2005,IA,Football,Boys,10729
2005,IA,Football,Girls,11
2005,IA,Golf,Boys,1633
2005,IA,Golf,Girls,637
2005,IA,Gymnastics,Boys,18
2005,IA,Gymnastics,Girls,184
2005,IA,Soccer,Boys,3656
2005,IA,Soccer,Girls,3255
2005,IA,Softball,Girls,3691
2005,IA,Swimming,Boys,1061
2005,IA,Swimming,Girls,1571
2005,IA,Tennis,Boys,1544
2005,IA,Tennis,Girls,1731
2005,IA,Track and Field,Boys,5396
2005,IA,Track and Field,Girls,4495
2005,IA,Volleyball,Girls,4074
2005,IA,Wrestling,Boys,5814
2005,ID,Baseball,Boys,2804
2005,ID,Basketball,Boys,3280
2005,ID,Basketball,Girls,2816
2005,ID,Cross Country,Boys,1263
2005,ID,Cross Country,Girls,1071
2005,ID,Football,Boys,6238
2005,ID,Football,Girls,7
2005,ID,Golf,Boys,975
2005,ID,Golf,Girls,384
2005,ID,Soccer,Boys,2088
2005,ID,Soccer,Girls,1974
2005,ID,Softball,Girls,2230
2005,ID,Swimming,Boys,632
2005,ID,Swimming,Girls,944
2005,ID,Tennis,Boys,944
2005,ID,Tennis,Girls,1065
2005,ID,Track and Field,Boys,3291
2005,ID,Track and Field,Girls,2673
2005,ID,Volleyball,Girls,2476
2005,ID,Wrestling,Boys,1810
2005,IL,Baseball,Boys,18936
2005,IL,Basketball,Boys,22079
2005,IL,Basketball,Girls,18411
2005,IL,Cross Country,Boys,8487
2005,IL,Cross Country,Girls,6849
2005,IL,Football,Boys,42027
2005,IL,Football,Girls,45
2005,IL,Golf,Boys,6346
2005,IL,Golf,Girls,2494
2005,IL,Gymnastics,Boys,111
2005,IL,Gymnastics,Girls,1127
2005,IL,Ice Hockey,Boys,2234
2005,IL,Ice Hockey,Girls,319
2005,IL,Lacrosse,Boys,1977
2005,IL,Lacrosse,Girls,1265
2005,IL,Soccer,Boys,14583
2005,IL,Soccer,Girls,12865
2005,IL,Softball,Girls,14760
2005,IL,Swimming,Boys,4051
2005,IL,Swimming,Girls,6279
2005,IL,Tennis,Boys,6381
2005,IL,Tennis,Girls,7151
2005,IL,Track and Field,Boys,21882
2005,IL,Track and Field,Girls,18006
2005,IL,Volleyball,Boys,2569
2005,IL,Volleyball,Girls,15779
2005,IL,Wrestling,Boys,12270
2005,IN,Baseball,Boys,9223
2005,IN,Basketball,Boys,10671
2005,IN,Basketball,Girls,8852
2005,IN,Cross Country,Boys,4211
2005,IN,Cross Country,Girls,3537
2005,IN,Football,Boys,21593
2005,IN,Football,Girls,22
2005,IN,Golf,Boys,3128
2005,IN,Golf,Girls,1221
2005,IN,Gymnastics,Boys,55
2005,IN,Gymnastics,Girls,562
2005,IN,Lacrosse,Boys,828
2005,IN,Lacrosse,Girls,513
2005,IN,Soccer,Boys,7264
2005,IN,Soccer,Girls,6503
2005,IN,Softball,Girls,7287
2005,IN,Swimming,Boys,2024
2005,IN,Swimming,Girls,3079
2005,IN,Tennis,Boys,3082
2005,IN,Tennis,Girls,3620
2005,IN,Track and Field,Boys,10574
2005,IN,Track and Field,Girls,9240
2005,IN,Volleyball,Boys,620
2005,IN,Volleyball,Girls,8043
2005,IN,Wrestling,Boys,6137
2005,KS,Baseball,Boys,4227
2005,KS,Basketball,Boys,5042
2005,KS,Basketball,Girls,4055
2005,KS,Cross Country,Boys,1928
2005,KS,Cross Country,Girls,1561
2005,KS,Football,Boys,9468
2005,KS,Football,Girls,10
2005,KS,Golf,Boys,1445
2005,KS,Golf,Girls,562
2005,KS,Gymnastics,Boys,14
2005,KS,Gymnastics,Girls,132
2005,KS,Soccer,Boys,3258
2005,KS,Soccer,Girls,2918
2005,KS,Softball,Girls,3419
2005,KS,Swimming,Boys,923
2005,KS,Swimming,Girls,1434
2005,KS,Tennis,Boys,1413
2005,KS,Tennis,Girls,1559
2005,KS,Track and Field,Boys,4848
2005,KS,Track and Field,Girls,4026
2005,KS,Volleyball,Girls,3682
2005,KS,Wrestling,Boys,2705
2005,KY,Baseball,Boys,6013
2005,KY,Basketball,Boys,7116
2005,KY,Basketball,Girls,5987
2005,KY,Cross Country,Boys,2664
2005,KY,Cross Country,Girls,2249
2005,KY,Football,Boys,13984
2005,KY,Football,Girls,14
2005,KY,Golf,Boys,2111
2005,KY,Golf,Girls,823
2005,KY,Soccer,Boys,4726
2005,KY,Soccer,Girls,4137
2005,KY,Softball,Girls,4846
2005,KY,Swimming,Boys,1341
2005,KY,Swimming,Girls,2036
2005,KY,Tennis,Boys,2069
2005,KY,Tennis,Girls,2313
2005,KY,Track and Field,Boys,6812
2005,KY,Track and Field,Girls,6101
2005,KY,Volleyball,Boys,634
2005,KY,Volleyball,Girls,5383
2005,KY,Wrestling,Boys,2162
2005,LA,Baseball,Boys,6638
2005,LA,Basketball,Boys,7647
2005,LA,Basketball,Girls,6553
2005,LA,Cross Country,Boys,2837
2005,LA,Cross Country,Girls,2465
2005,LA,Football,Boys,15258
2005,LA,Football,Girls,15
2005,LA,Golf,Boys,2309
2005,LA,Golf,Girls,875
2005,LA,Soccer,Boys,4834
2005,LA,Soccer,Girls,4376
2005,LA,Softball,Girls,5253
2005,LA,Swimming,Boys,1431
2005,LA,Swimming,Girls,2163
2005,LA,Tennis,Boys,2262
2005,LA,Tennis,Girls,2416
2005,LA,Track and Field,Boys,7610
2005,LA,Track and Field,Girls,6430
2005,LA,Volleyball,Girls,5619
2005,LA,Wrestling,Boys,2365
2005,MA,Baseball,Boys,10024
2005,MA,Basketball,Boys,11500
2005,MA,Basketball,Girls,9351
2005,MA,Cross Country,Boys,4426
2005,MA,Cross Country,Girls,3719
2005,MA,Field Hockey,Girls,5527
2005,MA,Football,Boys,22737
2005,MA,Football,Girls,24
2005,MA,Golf,Boys,3405
2005,MA,Golf,Girls,1349
2005,MA,Gymnastics,Boys,57
2005,MA,Gymnastics,Girls,571
2005,MA,Ice Hockey,Boys,3601
2005,MA,Ice Hockey,Girls,521
2005,MA,Lacrosse,Boys,2678
2005,MA,Lacrosse,Girls,1626
2005,MA,Soccer,Boys,7657
2005,MA,Soccer,Girls,6663
2005,MA,Softball,Girls,7732
2005,MA,Swimming,Boys,2193
2005,MA,Swimming,Girls,3379
2005,MA,Tennis,Boys,3219
2005,MA,Tennis,Girls,3591
2005,MA,Track and Field,Boys,11259
2005,MA,Track and Field,Girls,9782
2005,MA,Volleyball,Boys,1309
2005,MA,Volleyball,Girls,8426
2005,MA,Wrestling,Boys,3428
2005,MD,Baseball,Boys,9060
2005,MD,Basketball,Boys,10077
2005,MD,Basketball,Girls,8466
2005,MD,Cross Country,Boys,3875
2005,MD,Cross Country,Girls,3369
2005,MD,Field Hockey,Girls,4040
2005,MD,Football,Boys,20703
2005,MD,Football,Girls,22
2005,MD,Golf,Boys,3072
2005,MD,Golf,Girls,1211
2005,MD,Ice Hockey,Boys,207
2005,MD,Ice Hockey,Girls,30
2005,MD,Lacrosse,Boys,4030
2005,MD,Lacrosse,Girls,2515
2005,MD,Soccer,Boys,6685
2005,MD,Soccer,Girls,6035
2005,MD,Softball,Girls,7158
2005,MD,Swimming,Boys,2010
2005,MD,Swimming,Girls,2920
2005,MD,Tennis,Boys,2946
2005,MD,Tennis,Girls,3264
2005,MD,Track and Field,Boys,10338
2005,MD,Track and Field,Girls,8838
2005,MD,Volleyball,Girls,7504
2005,MD,Wrestling,Boys,3836
2005,ME,Baseball,Boys,1823
2005,ME,Basketball,Boys,2212
2005,ME,Basketball,Girls,1784
2005,ME,Cross Country,Boys,817
2005,ME,Cross Country,Girls,685
2005,ME,Field Hockey,Girls,650
2005,ME,Football,Boys,4153
2005,ME,Football,Girls,4
2005,ME,Golf,Boys,632
2005,ME,Golf,Girls,247
2005,ME,Ice Hockey,Boys,447
2005,ME,Ice Hockey,Girls,64
2005,ME,Lacrosse,Boys,49
2005,ME,Lacrosse,Girls,32
2005,ME,Soccer,Boys,1442
2005,ME,Soccer,Girls,1296
2005,ME,Softball,Girls,1515
2005,ME,Swimming,Boys,406
2005,ME,Swimming,Girls,648
2005,ME,Tennis,Boys,629
2005,ME,Tennis,Girls,691
2005,ME,Track and Field,Boys,2145
2005,ME,Track and Field,Girls,1826
2005,ME,Volleyball,Girls,1637
2005,ME,Wrestling,Boys,663
2005,MI,Baseball,Boys,13759
2005,MI,Basketball,Boys,16348
2005,MI,Basketball,Girls,13725
2005,MI,Cross Country,Boys,6284
2005,MI,Cross Country,Girls,5080
2005,MI,Field Hockey,Girls,1555
2005,MI,Football,Boys,31792
2005,MI,Football,Girls,32
2005,MI,Golf,Boys,4823
2005,MI,Golf,Girls,1846
2005,MI,Gymnastics,Boys,82
2005,MI,Gymnastics,Girls,839
2005,MI,Ice Hockey,Boys,4151
2005,MI,Ice Hockey,Girls,606
2005,MI,Lacrosse,Boys,1484
2005,MI,Lacrosse,Girls,939
2005,MI,Soccer,Boys,10856
2005,MI,Soccer,Girls,9828
2005,MI,Softball,Girls,10796
2005,MI,Swimming,Boys,3174
2005,MI,Swimming,Girls,4618
2005,MI,Tennis,Boys,4625
2005,MI,Tennis,Girls,5272
2005,MI,Track and Field,Boys,15573
2005,MI,Track and Field,Girls,13466
2005,MI,Volleyball,Boys,968
2005,MI,Volleyball,Girls,11808
2005,MI,Wrestling,Boys,7488
2005,MN,Baseball,Boys,8417
2005,MN,Basketball,Boys,10015
2005,MN,Basketball,Girls,8097
2005,MN,Cross Country,Boys,3692
2005,MN,Cross Country,Girls,3197
2005,MN,Football,Boys,18862
2005,MN,Football,Girls,20
2005,MN,Golf,Boys,2824
2005,MN,Golf,Girls,1128
2005,MN,Gymnastics,Boys,101
2005,MN,Gymnastics,Girls,996
2005,MN,Ice Hockey,Boys,3780
2005,MN,Ice Hockey,Girls,528
2005,MN,Lacrosse,Boys,1101
2005,MN,Lacrosse,Girls,705
2005,MN,Soccer,Boys,6537
2005,MN,Soccer,Girls,5852
2005,MN,Softball,Girls,6616
2005,MN,Swimming,Boys,1874
2005,MN,Swimming,Girls,2771
2005,MN,Tennis,Boys,2781
2005,MN,Tennis,Girls,3190
2005,MN,Track and Field,Boys,9531
2005,MN,Track and Field,Girls,8033
2005,MN,Volleyball,Girls,7255
2005,MN,Wrestling,Boys,6171
2005,MO,Baseball,Boys,9170
2005,MO,Basketball,Boys,10639
2005,MO,Basketball,Girls,8778
2005,MO,Cross Country,Boys,4028
2005,MO,Cross Country,Girls,3292
2005,MO,Football,Boys,20131
2005,MO,Football,Girls,22
2005,MO,Golf,Boys,3026
2005,MO,Golf,Girls,1217
2005,MO,Gymnastics,Boys,28
2005,MO,Gymnastics,Girls,285
2005,MO,Lacrosse,Boys,236
2005,MO,Lacrosse,Girls,150
2005,MO,Soccer,Boys,6658
2005,MO,Soccer,Girls,6028
2005,MO,Softball,Girls,7196
2005,MO,Swimming,Boys,1983
2005,MO,Swimming,Girls,3054
2005,MO,Tennis,Boys,2897
2005,MO,Tennis,Girls,3294
2005,MO,Track and Field,Boys,10430
2005,MO,Track and Field,Girls,8650
2005,MO,Volleyball,Girls,7870
2005,MO,Wrestling,Boys,4806
2005,MS,Baseball,Boys,4146
2005,MS,Basketball,Boys,4802
2005,MS,Basketball,Girls,4130
2005,MS,Cross Country,Boys,1900
2005,MS,Cross Country,Girls,1539
2005,MS,Football,Boys,9894
2005,MS,Football,Girls,10
2005,MS,Golf,Boys,1434
2005,MS,Golf,Girls,558
2005,MS,Soccer,Boys,3258
2005,MS,Soccer,Girls,2853
2005,MS,Softball,Girls,3388
2005,MS,Swimming,Boys,954
2005,MS,Swimming,Girls,1440
2005,MS,Tennis,Boys,1386
2005,MS,Tennis,Girls,1566
2005,MS,Track and Field,Boys,4678
2005,MS,Track and Field,Girls,4099
2005,MS,Volleyball,Girls,3610
2005,MS,Wrestling,Boys,1486
2005,MT,Baseball,Boys,1411
2005,MT,Basketball,Boys,1593
2005,MT,Basketball,Girls,1344
2005,MT,Cross Country,Boys,613
2005,MT,Cross Country,Girls,524
2005,MT,Football,Boys,3131
2005,MT,Football,Girls,3
